Delivery Date,Hour Ending,Repeated Hour Flag,Settlement Point,Settlement Point Price,year
12/01/2010,01:00,N,HB_HOUSTON,35.33,2010
12/01/2010,02:00,N,HB_HOUSTON,30.45,2010
12/01/2010,03:00,N,HB_HOUSTON,29.36,2010
12/01/2010,04:00,N,HB_HOUSTON,29.41,2010
12/01/2010,05:00,N,HB_HOUSTON,30.72,2010
12/01/2010,06:00,N,HB_HOUSTON,35.28,2010
12/01/2010,07:00,N,HB_HOUSTON,44.72,2010
12/01/2010,08:00,N,HB_HOUSTON,45.65,2010
12/01/2010,09:00,N,HB_HOUSTON,41.01,2010
12/01/2010,10:00,N,HB_HOUSTON,36.48,2010
12/01/2010,11:00,N,HB_HOUSTON,35.58,2010
12/01/2010,12:00,N,HB_HOUSTON,32.96,2010
12/01/2010,13:00,N,HB_HOUSTON,32.41,2010
12/01/2010,14:00,N,HB_HOUSTON,31.24,2010
12/01/2010,15:00,N,HB_HOUSTON,30.46,2010
12/01/2010,16:00,N,HB_HOUSTON,30.24,2010
12/01/2010,17:00,N,HB_HOUSTON,31.46,2010
12/01/2010,18:00,N,HB_HOUSTON,33.97,2010
12/01/2010,19:00,N,HB_HOUSTON,39.99,2010
12/01/2010,20:00,N,HB_HOUSTON,39.48,2010
12/01/2010,21:00,N,HB_HOUSTON,36.68,2010
12/01/2010,22:00,N,HB_HOUSTON,37.17,2010
12/01/2010,23:00,N,HB_HOUSTON,32.09,2010
12/01/2010,24:00,N,HB_HOUSTON,32.09,2010
12/02/2010,01:00,N,HB_HOUSTON,28.11,2010
12/02/2010,02:00,N,HB_HOUSTON,26.85,2010
12/02/2010,03:00,N,HB_HOUSTON,26.76,2010
12/02/2010,04:00,N,HB_HOUSTON,26.97,2010
12/02/2010,05:00,N,HB_HOUSTON,27.71,2010
12/02/2010,06:00,N,HB_HOUSTON,30.23,2010
12/02/2010,07:00,N,HB_HOUSTON,39.65,2010
12/02/2010,08:00,N,HB_HOUSTON,45.55,2010
12/02/2010,09:00,N,HB_HOUSTON,39.27,2010
12/02/2010,10:00,N,HB_HOUSTON,34.88,2010
12/02/2010,11:00,N,HB_HOUSTON,32.54,2010
12/02/2010,12:00,N,HB_HOUSTON,31.75,2010
12/02/2010,13:00,N,HB_HOUSTON,30.9,2010
12/02/2010,14:00,N,HB_HOUSTON,29.28,2010
12/02/2010,15:00,N,HB_HOUSTON,29.8,2010
12/02/2010,16:00,N,HB_HOUSTON,28.94,2010
12/02/2010,17:00,N,HB_HOUSTON,29.54,2010
12/02/2010,18:00,N,HB_HOUSTON,34.54,2010
12/02/2010,19:00,N,HB_HOUSTON,40.28,2010
12/02/2010,20:00,N,HB_HOUSTON,40.31,2010
12/02/2010,21:00,N,HB_HOUSTON,36.89,2010
12/02/2010,22:00,N,HB_HOUSTON,35.92,2010
12/02/2010,23:00,N,HB_HOUSTON,30.4,2010
12/02/2010,24:00,N,HB_HOUSTON,30.5,2010
12/03/2010,01:00,N,HB_HOUSTON,24.76,2010
12/03/2010,02:00,N,HB_HOUSTON,22.09,2010
12/03/2010,03:00,N,HB_HOUSTON,21.51,2010
12/03/2010,04:00,N,HB_HOUSTON,22.52,2010
12/03/2010,05:00,N,HB_HOUSTON,23.66,2010
12/03/2010,06:00,N,HB_HOUSTON,27.08,2010
12/03/2010,07:00,N,HB_HOUSTON,36.68,2010
12/03/2010,08:00,N,HB_HOUSTON,38.45,2010
12/03/2010,09:00,N,HB_HOUSTON,38.0,2010
12/03/2010,10:00,N,HB_HOUSTON,33.97,2010
12/03/2010,11:00,N,HB_HOUSTON,31.31,2010
12/03/2010,12:00,N,HB_HOUSTON,30.71,2010
12/03/2010,13:00,N,HB_HOUSTON,29.86,2010
12/03/2010,14:00,N,HB_HOUSTON,28.94,2010
12/03/2010,15:00,N,HB_HOUSTON,28.69,2010
12/03/2010,16:00,N,HB_HOUSTON,28.61,2010
12/03/2010,17:00,N,HB_HOUSTON,29.69,2010
12/03/2010,18:00,N,HB_HOUSTON,33.02,2010
12/03/2010,19:00,N,HB_HOUSTON,37.93,2010
12/03/2010,20:00,N,HB_HOUSTON,37.72,2010
12/03/2010,21:00,N,HB_HOUSTON,31.89,2010
12/03/2010,22:00,N,HB_HOUSTON,29.46,2010
12/03/2010,23:00,N,HB_HOUSTON,29.94,2010
12/03/2010,24:00,N,HB_HOUSTON,28.49,2010
12/04/2010,01:00,N,HB_HOUSTON,22.09,2010
12/04/2010,02:00,N,HB_HOUSTON,21.82,2010
12/04/2010,03:00,N,HB_HOUSTON,21.59,2010
12/04/2010,04:00,N,HB_HOUSTON,21.3,2010
12/04/2010,05:00,N,HB_HOUSTON,21.93,2010
12/04/2010,06:00,N,HB_HOUSTON,22.24,2010
12/04/2010,07:00,N,HB_HOUSTON,22.1,2010
12/04/2010,08:00,N,HB_HOUSTON,25.93,2010
12/04/2010,09:00,N,HB_HOUSTON,29.98,2010
12/04/2010,10:00,N,HB_HOUSTON,30.5,2010
12/04/2010,11:00,N,HB_HOUSTON,30.33,2010
12/04/2010,12:00,N,HB_HOUSTON,30.07,2010
12/04/2010,13:00,N,HB_HOUSTON,29.36,2010
12/04/2010,14:00,N,HB_HOUSTON,28.57,2010
12/04/2010,15:00,N,HB_HOUSTON,27.89,2010
12/04/2010,16:00,N,HB_HOUSTON,28.41,2010
12/04/2010,17:00,N,HB_HOUSTON,28.52,2010
12/04/2010,18:00,N,HB_HOUSTON,32.37,2010
12/04/2010,19:00,N,HB_HOUSTON,38.1,2010
12/04/2010,20:00,N,HB_HOUSTON,35.38,2010
12/04/2010,21:00,N,HB_HOUSTON,31.43,2010
12/04/2010,22:00,N,HB_HOUSTON,31.1,2010
12/04/2010,23:00,N,HB_HOUSTON,29.46,2010
12/04/2010,24:00,N,HB_HOUSTON,29.98,2010
12/05/2010,01:00,N,HB_HOUSTON,24.0,2010
12/05/2010,02:00,N,HB_HOUSTON,23.93,2010
12/05/2010,03:00,N,HB_HOUSTON,23.87,2010
12/05/2010,04:00,N,HB_HOUSTON,24.0,2010
12/05/2010,05:00,N,HB_HOUSTON,24.0,2010
12/05/2010,06:00,N,HB_HOUSTON,26.0,2010
12/05/2010,07:00,N,HB_HOUSTON,29.27,2010
12/05/2010,08:00,N,HB_HOUSTON,30.92,2010
12/05/2010,09:00,N,HB_HOUSTON,31.1,2010
12/05/2010,10:00,N,HB_HOUSTON,32.26,2010
12/05/2010,11:00,N,HB_HOUSTON,32.0,2010
12/05/2010,12:00,N,HB_HOUSTON,31.15,2010
12/05/2010,13:00,N,HB_HOUSTON,30.27,2010
12/05/2010,14:00,N,HB_HOUSTON,28.92,2010
12/05/2010,15:00,N,HB_HOUSTON,27.95,2010
12/05/2010,16:00,N,HB_HOUSTON,28.08,2010
12/05/2010,17:00,N,HB_HOUSTON,28.83,2010
12/05/2010,18:00,N,HB_HOUSTON,33.87,2010
12/05/2010,19:00,N,HB_HOUSTON,41.9,2010
12/05/2010,20:00,N,HB_HOUSTON,40.35,2010
12/05/2010,21:00,N,HB_HOUSTON,36.85,2010
12/05/2010,22:00,N,HB_HOUSTON,32.97,2010
12/05/2010,23:00,N,HB_HOUSTON,32.06,2010
12/05/2010,24:00,N,HB_HOUSTON,32.2,2010
12/06/2010,01:00,N,HB_HOUSTON,26.01,2010
12/06/2010,02:00,N,HB_HOUSTON,25.94,2010
12/06/2010,03:00,N,HB_HOUSTON,25.25,2010
12/06/2010,04:00,N,HB_HOUSTON,25.7,2010
12/06/2010,05:00,N,HB_HOUSTON,27.03,2010
12/06/2010,06:00,N,HB_HOUSTON,38.41,2010
12/06/2010,07:00,N,HB_HOUSTON,50.01,2010
12/06/2010,08:00,N,HB_HOUSTON,51.04,2010
12/06/2010,09:00,N,HB_HOUSTON,45.98,2010
12/06/2010,10:00,N,HB_HOUSTON,39.55,2010
12/06/2010,11:00,N,HB_HOUSTON,36.0,2010
12/06/2010,12:00,N,HB_HOUSTON,33.0,2010
12/06/2010,13:00,N,HB_HOUSTON,31.09,2010
12/06/2010,14:00,N,HB_HOUSTON,28.75,2010
12/06/2010,15:00,N,HB_HOUSTON,28.68,2010
12/06/2010,16:00,N,HB_HOUSTON,28.36,2010
12/06/2010,17:00,N,HB_HOUSTON,29.66,2010
12/06/2010,18:00,N,HB_HOUSTON,36.5,2010
12/06/2010,19:00,N,HB_HOUSTON,44.76,2010
12/06/2010,20:00,N,HB_HOUSTON,44.0,2010
12/06/2010,21:00,N,HB_HOUSTON,39.75,2010
12/06/2010,22:00,N,HB_HOUSTON,35.98,2010
12/06/2010,23:00,N,HB_HOUSTON,32.4,2010
12/06/2010,24:00,N,HB_HOUSTON,32.28,2010
12/07/2010,01:00,N,HB_HOUSTON,28.0,2010
12/07/2010,02:00,N,HB_HOUSTON,26.41,2010
12/07/2010,03:00,N,HB_HOUSTON,27.02,2010
12/07/2010,04:00,N,HB_HOUSTON,27.44,2010
12/07/2010,05:00,N,HB_HOUSTON,29.6,2010
12/07/2010,06:00,N,HB_HOUSTON,35.89,2010
12/07/2010,07:00,N,HB_HOUSTON,52.51,2010
12/07/2010,08:00,N,HB_HOUSTON,53.91,2010
12/07/2010,09:00,N,HB_HOUSTON,43.73,2010
12/07/2010,10:00,N,HB_HOUSTON,39.53,2010
12/07/2010,11:00,N,HB_HOUSTON,35.58,2010
12/07/2010,12:00,N,HB_HOUSTON,32.79,2010
12/07/2010,13:00,N,HB_HOUSTON,29.58,2010
12/07/2010,14:00,N,HB_HOUSTON,28.11,2010
12/07/2010,15:00,N,HB_HOUSTON,27.39,2010
12/07/2010,16:00,N,HB_HOUSTON,26.99,2010
12/07/2010,17:00,N,HB_HOUSTON,28.8,2010
12/07/2010,18:00,N,HB_HOUSTON,37.99,2010
12/07/2010,19:00,N,HB_HOUSTON,42.47,2010
12/07/2010,20:00,N,HB_HOUSTON,40.6,2010
12/07/2010,21:00,N,HB_HOUSTON,38.03,2010
12/07/2010,22:00,N,HB_HOUSTON,34.46,2010
12/07/2010,23:00,N,HB_HOUSTON,34.07,2010
12/07/2010,24:00,N,HB_HOUSTON,33.93,2010
12/08/2010,01:00,N,HB_HOUSTON,26.62,2010
12/08/2010,02:00,N,HB_HOUSTON,25.78,2010
12/08/2010,03:00,N,HB_HOUSTON,26.14,2010
12/08/2010,04:00,N,HB_HOUSTON,26.92,2010
12/08/2010,05:00,N,HB_HOUSTON,28.76,2010
12/08/2010,06:00,N,HB_HOUSTON,32.99,2010
12/08/2010,07:00,N,HB_HOUSTON,48.43,2010
12/08/2010,08:00,N,HB_HOUSTON,51.29,2010
12/08/2010,09:00,N,HB_HOUSTON,42.49,2010
12/08/2010,10:00,N,HB_HOUSTON,37.84,2010
12/08/2010,11:00,N,HB_HOUSTON,34.67,2010
12/08/2010,12:00,N,HB_HOUSTON,32.29,2010
12/08/2010,13:00,N,HB_HOUSTON,29.94,2010
12/08/2010,14:00,N,HB_HOUSTON,29.99,2010
12/08/2010,15:00,N,HB_HOUSTON,29.07,2010
12/08/2010,16:00,N,HB_HOUSTON,29.01,2010
12/08/2010,17:00,N,HB_HOUSTON,30.68,2010
12/08/2010,18:00,N,HB_HOUSTON,41.19,2010
12/08/2010,19:00,N,HB_HOUSTON,45.98,2010
12/08/2010,20:00,N,HB_HOUSTON,42.29,2010
12/08/2010,21:00,N,HB_HOUSTON,38.19,2010
12/08/2010,22:00,N,HB_HOUSTON,36.68,2010
12/08/2010,23:00,N,HB_HOUSTON,31.82,2010
12/08/2010,24:00,N,HB_HOUSTON,34.57,2010
12/09/2010,01:00,N,HB_HOUSTON,26.85,2010
12/09/2010,02:00,N,HB_HOUSTON,25.68,2010
12/09/2010,03:00,N,HB_HOUSTON,25.87,2010
12/09/2010,04:00,N,HB_HOUSTON,26.18,2010
12/09/2010,05:00,N,HB_HOUSTON,28.3,2010
12/09/2010,06:00,N,HB_HOUSTON,32.98,2010
12/09/2010,07:00,N,HB_HOUSTON,48.96,2010
12/09/2010,08:00,N,HB_HOUSTON,50.46,2010
12/09/2010,09:00,N,HB_HOUSTON,40.54,2010
12/09/2010,10:00,N,HB_HOUSTON,33.43,2010
12/09/2010,11:00,N,HB_HOUSTON,31.54,2010
12/09/2010,12:00,N,HB_HOUSTON,31.43,2010
12/09/2010,13:00,N,HB_HOUSTON,29.12,2010
12/09/2010,14:00,N,HB_HOUSTON,28.31,2010
12/09/2010,15:00,N,HB_HOUSTON,27.79,2010
12/09/2010,16:00,N,HB_HOUSTON,27.49,2010
12/09/2010,17:00,N,HB_HOUSTON,31.3,2010
12/09/2010,18:00,N,HB_HOUSTON,37.82,2010
12/09/2010,19:00,N,HB_HOUSTON,48.65,2010
12/09/2010,20:00,N,HB_HOUSTON,37.57,2010
12/09/2010,21:00,N,HB_HOUSTON,36.27,2010
12/09/2010,22:00,N,HB_HOUSTON,34.75,2010
12/09/2010,23:00,N,HB_HOUSTON,33.77,2010
12/09/2010,24:00,N,HB_HOUSTON,32.38,2010
12/10/2010,01:00,N,HB_HOUSTON,25.17,2010
12/10/2010,02:00,N,HB_HOUSTON,23.05,2010
12/10/2010,03:00,N,HB_HOUSTON,23.14,2010
12/10/2010,04:00,N,HB_HOUSTON,23.15,2010
12/10/2010,05:00,N,HB_HOUSTON,25.7,2010
12/10/2010,06:00,N,HB_HOUSTON,32.04,2010
12/10/2010,07:00,N,HB_HOUSTON,40.42,2010
12/10/2010,08:00,N,HB_HOUSTON,45.0,2010
12/10/2010,09:00,N,HB_HOUSTON,40.0,2010
12/10/2010,10:00,N,HB_HOUSTON,38.09,2010
12/10/2010,11:00,N,HB_HOUSTON,36.56,2010
12/10/2010,12:00,N,HB_HOUSTON,35.0,2010
12/10/2010,13:00,N,HB_HOUSTON,33.25,2010
12/10/2010,14:00,N,HB_HOUSTON,32.26,2010
12/10/2010,15:00,N,HB_HOUSTON,31.89,2010
12/10/2010,16:00,N,HB_HOUSTON,30.86,2010
12/10/2010,17:00,N,HB_HOUSTON,30.62,2010
12/10/2010,18:00,N,HB_HOUSTON,37.42,2010
12/10/2010,19:00,N,HB_HOUSTON,45.0,2010
12/10/2010,20:00,N,HB_HOUSTON,40.0,2010
12/10/2010,21:00,N,HB_HOUSTON,35.0,2010
12/10/2010,22:00,N,HB_HOUSTON,32.66,2010
12/10/2010,23:00,N,HB_HOUSTON,31.96,2010
12/10/2010,24:00,N,HB_HOUSTON,29.7,2010
12/11/2010,01:00,N,HB_HOUSTON,26.6,2010
12/11/2010,02:00,N,HB_HOUSTON,22.5,2010
12/11/2010,03:00,N,HB_HOUSTON,21.9,2010
12/11/2010,04:00,N,HB_HOUSTON,21.91,2010
12/11/2010,05:00,N,HB_HOUSTON,22.41,2010
12/11/2010,06:00,N,HB_HOUSTON,25.72,2010
12/11/2010,07:00,N,HB_HOUSTON,30.45,2010
12/11/2010,08:00,N,HB_HOUSTON,33.57,2010
12/11/2010,09:00,N,HB_HOUSTON,37.48,2010
12/11/2010,10:00,N,HB_HOUSTON,37.28,2010
12/11/2010,11:00,N,HB_HOUSTON,36.61,2010
12/11/2010,12:00,N,HB_HOUSTON,32.99,2010
12/11/2010,13:00,N,HB_HOUSTON,30.5,2010
12/11/2010,14:00,N,HB_HOUSTON,29.75,2010
12/11/2010,15:00,N,HB_HOUSTON,30.3,2010
12/11/2010,16:00,N,HB_HOUSTON,29.12,2010
12/11/2010,17:00,N,HB_HOUSTON,30.33,2010
12/11/2010,18:00,N,HB_HOUSTON,37.92,2010
12/11/2010,19:00,N,HB_HOUSTON,44.7,2010
12/11/2010,20:00,N,HB_HOUSTON,39.73,2010
12/11/2010,21:00,N,HB_HOUSTON,34.74,2010
12/11/2010,22:00,N,HB_HOUSTON,33.64,2010
12/11/2010,23:00,N,HB_HOUSTON,31.05,2010
12/11/2010,24:00,N,HB_HOUSTON,30.0,2010
12/12/2010,01:00,N,HB_HOUSTON,27.5,2010
12/12/2010,02:00,N,HB_HOUSTON,26.11,2010
12/12/2010,03:00,N,HB_HOUSTON,26.34,2010
12/12/2010,04:00,N,HB_HOUSTON,26.79,2010
12/12/2010,05:00,N,HB_HOUSTON,28.33,2010
12/12/2010,06:00,N,HB_HOUSTON,31.25,2010
12/12/2010,07:00,N,HB_HOUSTON,34.92,2010
12/12/2010,08:00,N,HB_HOUSTON,40.65,2010
12/12/2010,09:00,N,HB_HOUSTON,45.04,2010
12/12/2010,10:00,N,HB_HOUSTON,44.34,2010
12/12/2010,11:00,N,HB_HOUSTON,41.03,2010
12/12/2010,12:00,N,HB_HOUSTON,34.32,2010
12/12/2010,13:00,N,HB_HOUSTON,31.84,2010
12/12/2010,14:00,N,HB_HOUSTON,29.58,2010
12/12/2010,15:00,N,HB_HOUSTON,29.03,2010
12/12/2010,16:00,N,HB_HOUSTON,29.03,2010
12/12/2010,17:00,N,HB_HOUSTON,31.92,2010
12/12/2010,18:00,N,HB_HOUSTON,42.39,2010
12/12/2010,19:00,N,HB_HOUSTON,49.94,2010
12/12/2010,20:00,N,HB_HOUSTON,43.81,2010
12/12/2010,21:00,N,HB_HOUSTON,40.97,2010
12/12/2010,22:00,N,HB_HOUSTON,37.43,2010
12/12/2010,23:00,N,HB_HOUSTON,35.51,2010
12/12/2010,24:00,N,HB_HOUSTON,36.5,2010
12/13/2010,01:00,N,HB_HOUSTON,28.98,2010
12/13/2010,02:00,N,HB_HOUSTON,28.41,2010
12/13/2010,03:00,N,HB_HOUSTON,28.49,2010
12/13/2010,04:00,N,HB_HOUSTON,29.59,2010
12/13/2010,05:00,N,HB_HOUSTON,35.09,2010
12/13/2010,06:00,N,HB_HOUSTON,43.33,2010
12/13/2010,07:00,N,HB_HOUSTON,60.41,2010
12/13/2010,08:00,N,HB_HOUSTON,56.07,2010
12/13/2010,09:00,N,HB_HOUSTON,44.76,2010
12/13/2010,10:00,N,HB_HOUSTON,38.44,2010
12/13/2010,11:00,N,HB_HOUSTON,35.97,2010
12/13/2010,12:00,N,HB_HOUSTON,35.58,2010
12/13/2010,13:00,N,HB_HOUSTON,34.24,2010
12/13/2010,14:00,N,HB_HOUSTON,29.86,2010
12/13/2010,15:00,N,HB_HOUSTON,29.85,2010
12/13/2010,16:00,N,HB_HOUSTON,29.75,2010
12/13/2010,17:00,N,HB_HOUSTON,33.34,2010
12/13/2010,18:00,N,HB_HOUSTON,44.73,2010
12/13/2010,19:00,N,HB_HOUSTON,51.8,2010
12/13/2010,20:00,N,HB_HOUSTON,40.5,2010
12/13/2010,21:00,N,HB_HOUSTON,39.01,2010
12/13/2010,22:00,N,HB_HOUSTON,35.77,2010
12/13/2010,23:00,N,HB_HOUSTON,34.17,2010
12/13/2010,24:00,N,HB_HOUSTON,33.7,2010
12/14/2010,01:00,N,HB_HOUSTON,27.6,2010
12/14/2010,02:00,N,HB_HOUSTON,26.01,2010
12/14/2010,03:00,N,HB_HOUSTON,26.56,2010
12/14/2010,04:00,N,HB_HOUSTON,27.59,2010
12/14/2010,05:00,N,HB_HOUSTON,29.45,2010
12/14/2010,06:00,N,HB_HOUSTON,35.42,2010
12/14/2010,07:00,N,HB_HOUSTON,49.95,2010
12/14/2010,08:00,N,HB_HOUSTON,50.31,2010
12/14/2010,09:00,N,HB_HOUSTON,39.15,2010
12/14/2010,10:00,N,HB_HOUSTON,36.32,2010
12/14/2010,11:00,N,HB_HOUSTON,34.7,2010
12/14/2010,12:00,N,HB_HOUSTON,32.56,2010
12/14/2010,13:00,N,HB_HOUSTON,30.82,2010
12/14/2010,14:00,N,HB_HOUSTON,29.32,2010
12/14/2010,15:00,N,HB_HOUSTON,28.58,2010
12/14/2010,16:00,N,HB_HOUSTON,28.22,2010
12/14/2010,17:00,N,HB_HOUSTON,29.56,2010
12/14/2010,18:00,N,HB_HOUSTON,39.6,2010
12/14/2010,19:00,N,HB_HOUSTON,43.61,2010
12/14/2010,20:00,N,HB_HOUSTON,40.51,2010
12/14/2010,21:00,N,HB_HOUSTON,35.35,2010
12/14/2010,22:00,N,HB_HOUSTON,34.46,2010
12/14/2010,23:00,N,HB_HOUSTON,31.52,2010
12/14/2010,24:00,N,HB_HOUSTON,28.04,2010
12/15/2010,01:00,N,HB_HOUSTON,21.94,2010
12/15/2010,02:00,N,HB_HOUSTON,21.36,2010
12/15/2010,03:00,N,HB_HOUSTON,21.35,2010
12/15/2010,04:00,N,HB_HOUSTON,21.36,2010
12/15/2010,05:00,N,HB_HOUSTON,22.27,2010
12/15/2010,06:00,N,HB_HOUSTON,31.9,2010
12/15/2010,07:00,N,HB_HOUSTON,43.06,2010
12/15/2010,08:00,N,HB_HOUSTON,41.72,2010
12/15/2010,09:00,N,HB_HOUSTON,32.92,2010
12/15/2010,10:00,N,HB_HOUSTON,32.58,2010
12/15/2010,11:00,N,HB_HOUSTON,31.67,2010
12/15/2010,12:00,N,HB_HOUSTON,30.05,2010
12/15/2010,13:00,N,HB_HOUSTON,29.02,2010
12/15/2010,14:00,N,HB_HOUSTON,28.54,2010
12/15/2010,15:00,N,HB_HOUSTON,28.24,2010
12/15/2010,16:00,N,HB_HOUSTON,27.99,2010
12/15/2010,17:00,N,HB_HOUSTON,30.18,2010
12/15/2010,18:00,N,HB_HOUSTON,40.0,2010
12/15/2010,19:00,N,HB_HOUSTON,45.02,2010
12/15/2010,20:00,N,HB_HOUSTON,39.34,2010
12/15/2010,21:00,N,HB_HOUSTON,32.37,2010
12/15/2010,22:00,N,HB_HOUSTON,31.3,2010
12/15/2010,23:00,N,HB_HOUSTON,29.49,2010
12/15/2010,24:00,N,HB_HOUSTON,26.49,2010
12/16/2010,01:00,N,HB_HOUSTON,21.77,2010
12/16/2010,02:00,N,HB_HOUSTON,20.61,2010
12/16/2010,03:00,N,HB_HOUSTON,20.79,2010
12/16/2010,04:00,N,HB_HOUSTON,21.45,2010
12/16/2010,05:00,N,HB_HOUSTON,22.11,2010
12/16/2010,06:00,N,HB_HOUSTON,29.93,2010
12/16/2010,07:00,N,HB_HOUSTON,37.87,2010
12/16/2010,08:00,N,HB_HOUSTON,36.85,2010
12/16/2010,09:00,N,HB_HOUSTON,33.94,2010
12/16/2010,10:00,N,HB_HOUSTON,33.26,2010
12/16/2010,11:00,N,HB_HOUSTON,31.28,2010
12/16/2010,12:00,N,HB_HOUSTON,31.15,2010
12/16/2010,13:00,N,HB_HOUSTON,31.01,2010
12/16/2010,14:00,N,HB_HOUSTON,30.51,2010
12/16/2010,15:00,N,HB_HOUSTON,29.83,2010
12/16/2010,16:00,N,HB_HOUSTON,28.71,2010
12/16/2010,17:00,N,HB_HOUSTON,28.69,2010
12/16/2010,18:00,N,HB_HOUSTON,43.59,2010
12/16/2010,19:00,N,HB_HOUSTON,49.49,2010
12/16/2010,20:00,N,HB_HOUSTON,42.71,2010
12/16/2010,21:00,N,HB_HOUSTON,33.1,2010
12/16/2010,22:00,N,HB_HOUSTON,31.22,2010
12/16/2010,23:00,N,HB_HOUSTON,29.38,2010
12/16/2010,24:00,N,HB_HOUSTON,29.37,2010
12/17/2010,01:00,N,HB_HOUSTON,25.0,2010
12/17/2010,02:00,N,HB_HOUSTON,25.0,2010
12/17/2010,03:00,N,HB_HOUSTON,25.0,2010
12/17/2010,04:00,N,HB_HOUSTON,25.32,2010
12/17/2010,05:00,N,HB_HOUSTON,28.05,2010
12/17/2010,06:00,N,HB_HOUSTON,34.6,2010
12/17/2010,07:00,N,HB_HOUSTON,50.87,2010
12/17/2010,08:00,N,HB_HOUSTON,50.96,2010
12/17/2010,09:00,N,HB_HOUSTON,40.08,2010
12/17/2010,10:00,N,HB_HOUSTON,35.88,2010
12/17/2010,11:00,N,HB_HOUSTON,33.21,2010
12/17/2010,12:00,N,HB_HOUSTON,31.13,2010
12/17/2010,13:00,N,HB_HOUSTON,29.1,2010
12/17/2010,14:00,N,HB_HOUSTON,28.11,2010
12/17/2010,15:00,N,HB_HOUSTON,27.76,2010
12/17/2010,16:00,N,HB_HOUSTON,27.62,2010
12/17/2010,17:00,N,HB_HOUSTON,29.51,2010
12/17/2010,18:00,N,HB_HOUSTON,44.5,2010
12/17/2010,19:00,N,HB_HOUSTON,50.92,2010
12/17/2010,20:00,N,HB_HOUSTON,40.01,2010
12/17/2010,21:00,N,HB_HOUSTON,34.94,2010
12/17/2010,22:00,N,HB_HOUSTON,33.05,2010
12/17/2010,23:00,N,HB_HOUSTON,31.58,2010
12/17/2010,24:00,N,HB_HOUSTON,31.43,2010
12/18/2010,01:00,N,HB_HOUSTON,28.04,2010
12/18/2010,02:00,N,HB_HOUSTON,27.01,2010
12/18/2010,03:00,N,HB_HOUSTON,26.48,2010
12/18/2010,04:00,N,HB_HOUSTON,26.67,2010
12/18/2010,05:00,N,HB_HOUSTON,28.43,2010
12/18/2010,06:00,N,HB_HOUSTON,30.37,2010
12/18/2010,07:00,N,HB_HOUSTON,37.48,2010
12/18/2010,08:00,N,HB_HOUSTON,42.8,2010
12/18/2010,09:00,N,HB_HOUSTON,46.81,2010
12/18/2010,10:00,N,HB_HOUSTON,39.69,2010
12/18/2010,11:00,N,HB_HOUSTON,35.53,2010
12/18/2010,12:00,N,HB_HOUSTON,29.25,2010
12/18/2010,13:00,N,HB_HOUSTON,27.49,2010
12/18/2010,14:00,N,HB_HOUSTON,25.62,2010
12/18/2010,15:00,N,HB_HOUSTON,25.18,2010
12/18/2010,16:00,N,HB_HOUSTON,25.12,2010
12/18/2010,17:00,N,HB_HOUSTON,25.51,2010
12/18/2010,18:00,N,HB_HOUSTON,36.35,2010
12/18/2010,19:00,N,HB_HOUSTON,45.01,2010
12/18/2010,20:00,N,HB_HOUSTON,40.84,2010
12/18/2010,21:00,N,HB_HOUSTON,33.31,2010
12/18/2010,22:00,N,HB_HOUSTON,31.18,2010
12/18/2010,23:00,N,HB_HOUSTON,31.12,2010
12/18/2010,24:00,N,HB_HOUSTON,30.81,2010
12/19/2010,01:00,N,HB_HOUSTON,25.78,2010
12/19/2010,02:00,N,HB_HOUSTON,24.76,2010
12/19/2010,03:00,N,HB_HOUSTON,24.41,2010
12/19/2010,04:00,N,HB_HOUSTON,24.87,2010
12/19/2010,05:00,N,HB_HOUSTON,25.72,2010
12/19/2010,06:00,N,HB_HOUSTON,28.48,2010
12/19/2010,07:00,N,HB_HOUSTON,34.02,2010
12/19/2010,08:00,N,HB_HOUSTON,37.35,2010
12/19/2010,09:00,N,HB_HOUSTON,37.63,2010
12/19/2010,10:00,N,HB_HOUSTON,34.52,2010
12/19/2010,11:00,N,HB_HOUSTON,30.35,2010
12/19/2010,12:00,N,HB_HOUSTON,27.17,2010
12/19/2010,13:00,N,HB_HOUSTON,26.06,2010
12/19/2010,14:00,N,HB_HOUSTON,25.4,2010
12/19/2010,15:00,N,HB_HOUSTON,24.49,2010
12/19/2010,16:00,N,HB_HOUSTON,23.6,2010
12/19/2010,17:00,N,HB_HOUSTON,25.22,2010
12/19/2010,18:00,N,HB_HOUSTON,35.45,2010
12/19/2010,19:00,N,HB_HOUSTON,43.31,2010
12/19/2010,20:00,N,HB_HOUSTON,36.79,2010
12/19/2010,21:00,N,HB_HOUSTON,35.53,2010
12/19/2010,22:00,N,HB_HOUSTON,33.7,2010
12/19/2010,23:00,N,HB_HOUSTON,31.21,2010
12/19/2010,24:00,N,HB_HOUSTON,27.5,2010
12/20/2010,01:00,N,HB_HOUSTON,22.27,2010
12/20/2010,02:00,N,HB_HOUSTON,22.1,2010
12/20/2010,03:00,N,HB_HOUSTON,21.85,2010
12/20/2010,04:00,N,HB_HOUSTON,20.61,2010
12/20/2010,05:00,N,HB_HOUSTON,23.51,2010
12/20/2010,06:00,N,HB_HOUSTON,29.61,2010
12/20/2010,07:00,N,HB_HOUSTON,37.17,2010
12/20/2010,08:00,N,HB_HOUSTON,40.06,2010
12/20/2010,09:00,N,HB_HOUSTON,34.85,2010
